trial_num,subj_code,seed,part,plan_or_exec,correct,reaction_time
1,S001,1,hand_l,plan,1,717.0
2,S001,1,foot_r,plan,0,781.0
3,S001,1,hand_r,exec,0,1231.0
4,S001,1,hand_l,plan,1,692.0
5,S001,1,hand_r,plan,0,629.0
6,S001,1,hand_l,exec,1,979.0
7,S001,1,foot_l,exec,1,548.0
8,S001,1,hand_r,plan,0,287.0
9,S001,1,foot_l,exec,1,399.0
10,S001,1,foot_r,plan,0,288.0
